% Model,attempt8.mph
% Version,COMSOL 6.1.0.282
% Date,"Aug 27 2025, 15:24"
% Table,ewfd.normE^4_ate_325nm - 
% pyramid_l (nm),D (nm),lambda0 (µm),ewfd.normE^4 (kg^4*m^6/(s^12*A^4))
2.500000000000000E2,2.500000000000000E1,6.330000000000000E-1,5.972013267249319E18
2.500000000000000E2,3.750000000000000E1,6.330000000000000E-1,6.169085167861799E18
2.500000000000000E2,5.000000000000000E1,6.330000000000000E-1,6.245488923980274E18
2.500000000000000E2,6.250000000000000E1,6.330000000000000E-1,6.484904531585357E18
2.500000000000000E2,7.500000000000000E1,6.330000000000000E-1,6.772571783162788E18
2.500000000000000E2,8.750000000000000E1,6.330000000000000E-1,7.041860119424609E18
2.500000000000000E2,1.000000000000000E2,6.330000000000000E-1,7.200050418351155E18
2.500000000000000E2,1.125000000000000E2,6.330000000000000E-1,7.524477748933172E18
2.500000000000000E2,1.250000000000000E2,6.330000000000000E-1,7.660526869264036E18
2.500000000000000E2,1.375000000000000E2,6.330000000000000E-1,8.034603098301848E18
2.500000000000000E2,1.500000000000000E2,6.330000000000000E-1,8.076565181946431E18
2.500000000000000E2,1.625000000000000E2,6.330000000000000E-1,8.398461714054685E18
2.500000000000000E2,1.750000000000000E2,6.330000000000000E-1,8.754708079554892E18
2.500000000000000E2,1.875000000000000E2,6.330000000000000E-1,9.007731049125291E18
2.500000000000000E2,2.000000000000000E2,6.330000000000000E-1,9.531598686895493E18
2.500000000000000E2,2.125000000000000E2,6.330000000000000E-1,9.585821235031103E18
2.500000000000000E2,2.250000000000000E2,6.330000000000000E-1,9.787430948316043E18
2.500000000000000E2,2.375000000000000E2,6.330000000000000E-1,1.029684300825327E19
2.500000000000000E2,2.500000000000000E2,6.330000000000000E-1,1.058443603600666E19
2.500000000000000E2,2.625000000000000E2,6.330000000000000E-1,1.100975214202089E19
2.500000000000000E2,2.750000000000000E2,6.330000000000000E-1,1.134543592980287E19
2.500000000000000E2,2.874999999999999E2,6.330000000000000E-1,1.224999594206566E19
2.500000000000000E2,3.000000000000000E2,6.330000000000000E-1,1.305691579379247E19
2.500000000000000E2,3.125000000000000E2,6.330000000000000E-1,1.465780140080581E19
2.500000000000000E2,3.250000000000000E2,6.330000000000000E-1,1.622500272732075E19
2.500000000000000E2,3.374999999999999E2,6.330000000000000E-1,2.029148781637066E19
2.500000000000000E2,3.500000000000000E2,6.330000000000000E-1,3.045165988360622E19
2.500000000000000E2,3.625000000000000E2,6.330000000000000E-1,7.117544458228027E19
2.500000000000000E2,3.749999999999999E2,6.330000000000000E-1,7.193808010409649E20
2.500000000000000E2,3.875000000000000E2,6.330000000000000E-1,6.828226486252761E20
2.500000000000000E2,4.000000000000000E2,6.330000000000000E-1,7.276398389579312E19
2.500000000000000E2,4.125000000000000E2,6.330000000000000E-1,2.143175013736504E20
2.500000000000000E2,4.249999999999999E2,6.330000000000000E-1,3.313037143633152E19
2.500000000000000E2,4.375000000000000E2,6.330000000000000E-1,1.826267857842119E19
2.500000000000000E2,4.500000000000000E2,6.330000000000000E-1,1.578468562709078E19
2.500000000000000E2,4.624999999999999E2,6.330000000000000E-1,1.477097243139705E19
2.500000000000000E2,4.749999999999999E2,6.330000000000000E-1,1.448894531958983E19
2.500000000000000E2,4.874999999999999E2,6.330000000000000E-1,1.425302046547644E19
2.500000000000000E2,5.000000000000000E2,6.330000000000000E-1,1.432521811255371E19
2.625000000000000E2,0.000000000000000E0,6.330000000000000E-1,6.390150507668574E18
2.625000000000000E2,1.250000000000000E1,6.330000000000000E-1,6.656665826037342E18
2.625000000000000E2,2.500000000000000E1,6.330000000000000E-1,6.892122711308334E18
2.625000000000000E2,3.750000000000000E1,6.330000000000000E-1,7.189356347275835E18
2.625000000000000E2,5.000000000000000E1,6.330000000000000E-1,7.247893191801758E18
2.625000000000000E2,6.250000000000000E1,6.330000000000000E-1,7.574133754502124E18
2.625000000000000E2,7.500000000000000E1,6.330000000000000E-1,7.803482884310087E18
2.625000000000000E2,8.750000000000000E1,6.330000000000000E-1,8.018018071622100E18
2.625000000000000E2,1.000000000000000E2,6.330000000000000E-1,8.394190781133793E18
2.625000000000000E2,1.125000000000000E2,6.330000000000000E-1,8.553563781977592E18
2.625000000000000E2,1.250000000000000E2,6.330000000000000E-1,8.906899398129476E18
2.625000000000000E2,1.375000000000000E2,6.330000000000000E-1,9.108294612170672E18
2.625000000000000E2,1.500000000000000E2,6.330000000000000E-1,9.434609273224598E18
2.625000000000000E2,1.625000000000000E2,6.330000000000000E-1,9.587355825379551E18
2.625000000000000E2,1.750000000000000E2,6.330000000000000E-1,9.911419810622145E18
2.625000000000000E2,1.875000000000000E2,6.330000000000000E-1,1.051712951728351E19
2.625000000000000E2,2.000000000000000E2,6.330000000000000E-1,1.075572429064666E19
2.625000000000000E2,2.125000000000000E2,6.330000000000000E-1,1.092962137925627E19
2.625000000000000E2,2.250000000000000E2,6.330000000000000E-1,1.194054230397168E19
2.625000000000000E2,2.375000000000000E2,6.330000000000000E-1,1.196103085834889E19
2.625000000000000E2,2.500000000000000E2,6.330000000000000E-1,1.282071067878986E19
2.625000000000000E2,2.625000000000000E2,6.330000000000000E-1,1.334307996949418E19
2.625000000000000E2,2.750000000000000E2,6.330000000000000E-1,1.453468686888861E19
2.625000000000000E2,2.874999999999999E2,6.330000000000000E-1,1.583812332056518E19
2.625000000000000E2,3.000000000000000E2,6.330000000000000E-1,1.783956191738967E19
2.625000000000000E2,3.125000000000000E2,6.330000000000000E-1,2.092415940018992E19
2.625000000000000E2,3.250000000000000E2,6.330000000000000E-1,2.860675403617013E19
2.625000000000000E2,3.374999999999999E2,6.330000000000000E-1,4.302475384444871E19
2.625000000000000E2,3.500000000000000E2,6.330000000000000E-1,1.256255895507473E20
2.625000000000000E2,3.625000000000000E2,6.330000000000000E-1,1.249389534963238E21
2.625000000000000E2,3.749999999999999E2,6.330000000000000E-1,6.737020888167286E20
2.625000000000000E2,3.875000000000000E2,6.330000000000000E-1,9.342970921213053E19
2.625000000000000E2,4.000000000000000E2,6.330000000000000E-1,5.942666285879449E22
2.625000000000000E2,4.125000000000000E2,6.330000000000000E-1,3.679830075065405E19
2.625000000000000E2,4.249999999999999E2,6.330000000000000E-1,2.114250569165786E19
2.625000000000000E2,4.375000000000000E2,6.330000000000000E-1,1.773927590092152E19
2.625000000000000E2,4.500000000000000E2,6.330000000000000E-1,1.638848929188207E19
2.625000000000000E2,4.624999999999999E2,6.330000000000000E-1,1.580089805137156E19
2.625000000000000E2,4.749999999999999E2,6.330000000000000E-1,1.540004983493021E19
2.625000000000000E2,4.874999999999999E2,6.330000000000000E-1,1.564537152079682E19
2.625000000000000E2,5.000000000000000E2,6.330000000000000E-1,1.568061942951695E19
2.750000000000000E2,0.000000000000000E0,6.330000000000000E-1,6.476574066882419E18
2.750000000000000E2,1.250000000000000E1,6.330000000000000E-1,7.648935126097981E18
2.750000000000000E2,2.500000000000000E1,6.330000000000000E-1,7.887827898726288E18
2.750000000000000E2,3.750000000000000E1,6.330000000000000E-1,8.206727429578170E18
2.750000000000000E2,5.000000000000000E1,6.330000000000000E-1,8.495355886857835E18
2.750000000000000E2,6.250000000000000E1,6.330000000000000E-1,8.909998177388868E18
2.750000000000000E2,7.500000000000000E1,6.330000000000000E-1,8.986084218780383E18
2.750000000000000E2,8.750000000000000E1,6.330000000000000E-1,9.128186619154133E18
2.750000000000000E2,1.000000000000000E2,6.330000000000000E-1,9.504009078041682E18
2.750000000000000E2,1.125000000000000E2,6.330000000000000E-1,9.923412611673287E18
2.750000000000000E2,1.250000000000000E2,6.330000000000000E-1,1.011444401257976E19
2.750000000000000E2,1.375000000000000E2,6.330000000000000E-1,1.059576606692548E19
2.750000000000000E2,1.500000000000000E2,6.330000000000000E-1,1.090009753878601E19
2.750000000000000E2,1.625000000000000E2,6.330000000000000E-1,1.146141858386073E19
2.750000000000000E2,1.750000000000000E2,6.330000000000000E-1,1.199029367658242E19
2.750000000000000E2,1.875000000000000E2,6.330000000000000E-1,1.252866141307997E19
2.750000000000000E2,2.000000000000000E2,6.330000000000000E-1,1.309940856027081E19
2.750000000000000E2,2.125000000000000E2,6.330000000000000E-1,1.382584959525039E19
2.750000000000000E2,2.250000000000000E2,6.330000000000000E-1,1.389233850083355E19
2.750000000000000E2,2.375000000000000E2,6.330000000000000E-1,1.501545766181230E19
2.750000000000000E2,2.500000000000000E2,6.330000000000000E-1,1.635769617886886E19
2.750000000000000E2,2.625000000000000E2,6.330000000000000E-1,1.757950047723045E19
2.750000000000000E2,2.750000000000000E2,6.330000000000000E-1,2.000544838332000E19
2.750000000000000E2,2.874999999999999E2,6.330000000000000E-1,2.257225943640185E19
2.750000000000000E2,3.000000000000000E2,6.330000000000000E-1,2.894564242044065E19
2.750000000000000E2,3.125000000000000E2,6.330000000000000E-1,4.192640794444993E19
2.750000000000000E2,3.250000000000000E2,6.330000000000000E-1,6.975719632209779E19
2.750000000000000E2,3.374999999999999E2,6.330000000000000E-1,2.191802366745371E20
2.750000000000000E2,3.500000000000000E2,6.330000000000000E-1,1.673971227745932E21
2.750000000000000E2,3.625000000000000E2,6.330000000000000E-1,6.395578954808931E20
2.750000000000000E2,3.749999999999999E2,6.330000000000000E-1,1.200618070651125E20
2.750000000000000E2,3.875000000000000E2,6.330000000000000E-1,5.187269627392604E21
2.750000000000000E2,4.000000000000000E2,6.330000000000000E-1,4.245720617297106E19
2.750000000000000E2,4.125000000000000E2,6.330000000000000E-1,2.423469928067826E19
2.750000000000000E2,4.249999999999999E2,6.330000000000000E-1,1.961931967976293E19
2.750000000000000E2,4.375000000000000E2,6.330000000000000E-1,1.779398127003940E19
2.750000000000000E2,4.500000000000000E2,6.330000000000000E-1,1.717040600644635E19
2.750000000000000E2,4.624999999999999E2,6.330000000000000E-1,1.662191608998649E19
2.750000000000000E2,4.749999999999999E2,6.330000000000000E-1,1.680109292916741E19
2.750000000000000E2,4.874999999999999E2,6.330000000000000E-1,1.703139902189962E19
2.750000000000000E2,5.000000000000000E2,6.330000000000000E-1,1.754549689111138E19
2.874999999999999E2,0.000000000000000E0,6.330000000000000E-1,8.493334158884387E18
2.874999999999999E2,1.250000000000000E1,6.330000000000000E-1,8.921315488344525E18
2.874999999999999E2,2.500000000000000E1,6.330000000000000E-1,9.034379738267289E18
2.874999999999999E2,3.750000000000000E1,6.330000000000000E-1,9.538579284561355E18
2.874999999999999E2,5.000000000000000E1,6.330000000000000E-1,9.542376068540772E18
2.874999999999999E2,6.250000000000000E1,6.330000000000000E-1,1.020919276805236E19
2.874999999999999E2,7.500000000000000E1,6.330000000000000E-1,1.058401972922819E19
2.874999999999999E2,8.750000000000000E1,6.330000000000000E-1,1.073660747287646E19
2.874999999999999E2,1.000000000000000E2,6.330000000000000E-1,1.127388931549390E19
2.874999999999999E2,1.125000000000000E2,6.330000000000000E-1,1.153790356310273E19
2.874999999999999E2,1.250000000000000E2,6.330000000000000E-1,1.169937561959684E19
2.874999999999999E2,1.375000000000000E2,6.330000000000000E-1,1.229959429166616E19
2.874999999999999E2,1.500000000000000E2,6.330000000000000E-1,1.270337538877798E19
2.874999999999999E2,1.625000000000000E2,6.330000000000000E-1,1.300559736928236E19
2.874999999999999E2,1.750000000000000E2,6.330000000000000E-1,1.359771613260928E19
