% Model,attempt10-785nm_step1.mph
% Version,COMSOL 6.1.0.282
% Date,"Nov 11 2025, 14:58"
% Table,E^4 - Surface Integration 1
% pyramid_l (nm),D (nm),lambda0 (µm),ewfd.normE^4 (kg^4*m^6/(s^12*A^4))
2.100000000000000E2,1.500000000000000E2,7.850000000000000E-1,5.489688315283538E17
2.100000000000000E2,1.550000000000000E2,7.850000000000000E-1,5.425952727866243E17
2.100000000000000E2,1.600000000000000E2,7.850000000000000E-1,5.457981010012941E17
2.100000000000000E2,1.650000000000000E2,7.850000000000000E-1,5.611416775673004E17
2.100000000000000E2,1.700000000000000E2,7.850000000000000E-1,5.444348918489040E17
2.100000000000000E2,1.750000000000000E2,7.850000000000000E-1,5.372444991412686E17
2.100000000000000E2,1.800000000000000E2,7.850000000000000E-1,5.604222416308122E17
2.100000000000000E2,1.850000000000000E2,7.850000000000000E-1,5.560409359247828E17
2.100000000000000E2,1.900000000000000E2,7.850000000000000E-1,5.519060102654766E17
2.100000000000000E2,1.950000000000000E2,7.850000000000000E-1,5.565269402451264E17
2.100000000000000E2,2.000000000000000E2,7.850000000000000E-1,5.730846764518800E17
2.100000000000000E2,2.050000000000000E2,7.850000000000000E-1,5.486317076430643E17
2.100000000000000E2,2.100000000000000E2,7.850000000000000E-1,5.673710234609475E17
2.100000000000000E2,2.150000000000000E2,7.850000000000000E-1,5.554258731301649E17
2.100000000000000E2,2.200000000000000E2,7.850000000000000E-1,5.504480781321215E17
2.100000000000000E2,2.250000000000000E2,7.850000000000000E-1,5.464659248920851E17
2.100000000000000E2,2.300000000000000E2,7.850000000000000E-1,5.448637315419425E17
2.100000000000000E2,2.350000000000000E2,7.850000000000000E-1,5.343766442197733E17
2.100000000000000E2,2.400000000000000E2,7.850000000000000E-1,5.647180512075190E17
2.100000000000000E2,2.450000000000000E2,7.850000000000000E-1,5.460703236455089E17
2.100000000000000E2,2.500000000000000E2,7.850000000000000E-1,5.486600662990451E17
2.100000000000000E2,2.550000000000000E2,7.850000000000000E-1,5.544582457136902E17
2.100000000000000E2,2.599999999999999E2,7.850000000000000E-1,5.555198898979836E17
2.100000000000000E2,2.650000000000000E2,7.850000000000000E-1,5.652781520564122E17
2.100000000000000E2,2.700000000000000E2,7.850000000000000E-1,5.413641610496901E17
2.100000000000000E2,2.750000000000000E2,7.850000000000000E-1,5.525083256605864E17
2.100000000000000E2,2.800000000000000E2,7.850000000000000E-1,5.477969496308575E17
2.100000000000000E2,2.850000000000000E2,7.850000000000000E-1,5.552390800612836E17
2.100000000000000E2,2.900000000000000E2,7.850000000000000E-1,5.357912119907550E17
2.100000000000000E2,2.950000000000000E2,7.850000000000000E-1,5.446404547293521E17
2.100000000000000E2,3.000000000000000E2,7.850000000000000E-1,5.485303311721000E17
2.100000000000000E2,3.050000000000000E2,7.850000000000000E-1,5.560112868476710E17
2.100000000000000E2,3.099999999999999E2,7.850000000000000E-1,5.556014850197740E17
2.100000000000000E2,3.149999999999999E2,7.850000000000000E-1,5.487395871549617E17
2.100000000000000E2,3.199999999999999E2,7.850000000000000E-1,5.547303108820991E17
2.100000000000000E2,3.250000000000000E2,7.850000000000000E-1,5.474260648116389E17
2.100000000000000E2,3.300000000000000E2,7.850000000000000E-1,5.431011785655182E17
2.100000000000000E2,3.350000000000000E2,7.850000000000000E-1,5.386702289612358E17
2.100000000000000E2,3.400000000000000E2,7.850000000000000E-1,5.318250579448877E17
